id,name,authors,published_date,journal_publication,link,article_type,volume,issue
s13045-025-01665-7,N7-methylguanosine modification in cancers: from mechanisms to therapeutic potential,"Qihui Wu, Xiaodan Fu, Guoqian Liu, Xiaoyun He, Yimin Li and Chunlin Ou",29 January 2025,Journal of Hematology & Oncology,//jhoonline.biomedcentral.com/articles/10.1186/s13045-025-01665-7,Review,18,:12
s41065-025-00375-x,A novel compound heterozygous mutation in the DYNC2H1 gene in a Chinese family with Jeune syndrome,"Sujie Xiong, Guangyao Hu, Yao Zhou, Fei Sun and Yanlin Ma",29 January 2025,Hereditas,//hereditasjournal.biomedcentral.com/articles/10.1186/s41065-025-00375-x,Research,162,:11
s13031-025-00646-4,Evaluation of a peer support group programme for vulnerable host population and refugees living with diabetes and/or hypertension in Lebanon: a before-after study,"Leah Anku Sanga, Carla Njeim, Éimhín Ansbro, Rima Kighsro Naimi, Ali Ibrahim, Benjamin Schmid, Jasmin Lilian Diab, Jytte Roswall, Tim Clayton, Lars Bruun Larsen and Pablo Perel",29 January 2025,Conflict and Health,//conflictandhealth.biomedcentral.com/articles/10.1186/s13031-025-00646-4,Research,19,:5
s13756-025-01514-9,Carbapenem-resistant ,"Myongjin Kim, Kibum Jeon, Dohern Kym, Jinsun Jung, Yu Jin Jang and Seung Beom Han",29 January 2025,Antimicrobial Resistance & Infection Control,//aricjournal.biomedcentral.com/articles/10.1186/s13756-025-01514-9,Research,14,:3
s12913-025-12306-7,Real-world assessment to estimate multiple attributes related to treatment cost driver for mantle cell lymphoma in Japan by econometric modeling,"Saaya Tsutsué, Shinichi Makita, Hiroya Asou, Anila Mathew, Yuki Kado, Koki Idehara, Seok-Won Kim and Dilinuer Ainiwaer",27 January 2025,BMC Health Services Research,//bmchealthservres.biomedcentral.com/articles/10.1186/s12913-025-12306-7,Research,25,:149
s13019-025-03353-6,Monitoring of perioperative tissue perfusion and impact on patient outcomes,"Bin Li, Yuchen Dai, Wenlan Cai, Menghan Sun and Jie Sun",27 January 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-025-03353-6,Research,20,:100
s13019-024-03271-z,Interventricular septal dissection secondary to acute inferior myocardial infarction: case series and literature review,"Ping Chen, Xiuqin Wang and Yun Mou",27 January 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-024-03271-z,Case Report,20,:99
s12912-024-02682-6,Multiple Sclerosis Nursing to Improve Care and Education (MSNICE): an observational study,"Liesbeth Van Hijfte, Melissa Cambron, Roel Crols, Gino De La Meilleure, Nelly Govers, Ludo Vanopdenbosch, Guy Laureys and Barbara Willekens",27 January 2025,BMC Nursing,//bmcnurs.biomedcentral.com/articles/10.1186/s12912-024-02682-6,Research,24,:94
s12891-024-08247-7,Risk factors for growth retardation in children with juvenile idiopathic arthritis: a case-control study,"Ying Zhang, Liping Song, Weihu Ma, Ye Wang, Peipei Wang, Xiaolin Zhang, Zhe Zhang, Yuan Zhang, Qianhui Yu, Yang Yu and Lin Zhang",27 January 2025,BMC Musculoskeletal Disorders,//bmcmusculoskeletdisord.biomedcentral.com/articles/10.1186/s12891-024-08247-7,Research,26,:85
s40359-024-02319-y,Experimental paradigm to test the effects of providing social support: study protocol of the PROSPECT trial (Study 2),"Vivien Hajak, Simone Grimm, Ewa Gruszczyńska, Aleksandra Kroemeke, Natalia Józefacka and Lisa Marie Warner",27 January 2025,BMC Psychology,//bmcpsychology.biomedcentral.com/articles/10.1186/s40359-024-02319-y,Study Protocol,13,:74
s12872-025-04520-2,Factors predicting secondary hypertension in young adults with hypertension: a retrospective study,"Nicha Prasert, Worapaka Manosroi, Benya Hankamolsiri, Muslimah Wae-uma and Papot Choonklai",27 January 2025,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-025-04520-2,Research,25,:57
s12872-025-04524-y,Infective endocarditis following transcatheter mitral valve-in-valve replacement: a clinical case report,"Jing-Wei Zhang, Si-ying Liao, Jie Li and Feng-Juan Yao",27 January 2025,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-025-04524-y,Case Report,25,:56
s12872-025-04508-y,Association between blood test indicators and atrial fibrillation in elderly patients aged 65 and above in the Central Jiangsu region: a cross-sectional study,"Hao Liang, Shuai Zhang and Ye Zhu",27 January 2025,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-025-04508-y,Research,25,:51
s12871-025-02907-4,Pharmacokinetics and pharmacodynamics of ciprofol after continuous infusion in elderly patients,"Xiaowen Guo, Yang Qiao, Sijie Yin, Fengqin Luo, Lingmei Yi, Jiajia Chen and Man Lu",27 January 2025,BMC Anesthesiology,//bmcanesthesiol.biomedcentral.com/articles/10.1186/s12871-025-02907-4,Research,25,:41
s12906-025-04760-x,"Mechanisms of wogonoside in the treatment of atherosclerosis based on network pharmacology, molecular docking, and experimental validation","Zhaohui Gong, Haixin Yang, Li Gao, Yi Liu, Qingmin Chu, Chuanjin Luo, Liang Kang, Huiqi Zhai, Qiang Xu, Wei Wu, Nan Li and Rong Li",27 January 2025,BMC Complementary Medicine and Therapies,//bmccomplementmedtherapies.biomedcentral.com/articles/10.1186/s12906-025-04760-x,Research,25,:28
s12935-024-03610-z,A state-of-the-art review of the recent advances of theranostic liposome hybrid nanoparticles in cancer treatment and diagnosis,"Hannaneh Azimizonuzi, Arman Ghayourvahdat, Mareb Hamed Ahmed, Radhwan Abdul Kareem, Athmar Jaber Zrzor, Aseel Salah Mansoor, Zainab H. Athab and Shaylan Kalavi",27 January 2025,Cancer Cell International,//cancerci.biomedcentral.com/articles/10.1186/s12935-024-03610-z,Review,25,:26
s12944-025-02449-1,Associations of the triglyceride-glucose index and remnant cholesterol levels with the prevalence of Carotid Plaque in patients with type 2 diabetes: a retrospective study,"Xin Xu, Tianrong Pan, Xing Zhong, Yijun Du and Deyuan Zhang",27 January 2025,Lipids in Health and Disease,//lipidworld.biomedcentral.com/articles/10.1186/s12944-025-02449-1,Research,24,:26
s12969-024-01009-8,Exploring the clinical profiles and management of juvenile dermatomyositis in Africa: a survey of African rheumatology care providers,"Jessica Perfetto, Laura B. Lewandowski, Dawn M. Wahezi, Vanessa Ogega, Joan Ahimbisibwe, Kate Webb, Christiaan Scott and Angela Migowa",27 January 2025,Pediatric Rheumatology,//ped-rheum.biomedcentral.com/articles/10.1186/s12969-024-01009-8,Research article,23,:10
s40164-025-00597-9,"Telomeres, telomerase, and cancer: mechanisms, biomarkers, and therapeutics","Songting Shou, Ayidana Maolan, Di Zhang, Xiaochen Jiang, Fudong Liu, Yi Li, Xiyuan Zhang, En Geer, Zhenqing Pu, Baojin Hua, Qiujun Guo, Xing Zhang and Bo Pang",27 January 2025,Experimental Hematology & Oncology,//ehoonline.biomedcentral.com/articles/10.1186/s40164-025-00597-9,Review,14,:8
s40959-025-00305-w,CARDIAC-STAR: prevalence of cardiovascular comorbidities in patients with HR + /HER2 − metastatic breast cancer,"Susan Dent, Avirup Guha, Heather Moore, Doris Makari, Rachael McCaleb, Irene Arias, Stella Stergiopoulos, Benjamin Li and Michael Fradley",27 January 2025,Cardio-Oncology,//cardiooncologyjournal.biomedcentral.com/articles/10.1186/s40959-025-00305-w,Research,11,:7
s41205-024-00247-6,Virtual 3D reconstruction of complex congenital cardiac anatomy from 3D rotational angiography,"Ernesto Mejia, Shannon Sweeney and Jenny E. Zablah",27 January 2025,3D Printing in Medicine,//threedmedprint.biomedcentral.com/articles/10.1186/s41205-024-00247-6,Research,11,:4
s12610-024-00245-y,Future perspectives for PDE5 inhibitors bridging the gap between cardiovascular health and psychological status,"Andrea Sansone, Eugenia Guida, Susanna Dolci, Valeria Frangione, Amanda Asso, Gilberto Bellia and Emmanuele A. Jannini",27 January 2025,Basic and Clinical Andrology,//bacandrology.biomedcentral.com/articles/10.1186/s12610-024-00245-y,Review,35,:3
s44156-024-00067-8,Echocardiographic assessment of aortic regurgitation: a practical guideline from the British Society of Echocardiography,"Kelly Victor, Liam Ring, Vasiliki Tsampasian, David Oxborough, Sanjeev Bhattacharyya and Rebecca T. Hahn",27 January 2025,Echo Research & Practice,//echo.biomedcentral.com/articles/10.1186/s44156-024-00067-8,Guideline,12,:3
s44342-024-00035-y,Analyzing COVID-19 progression with Markov multistage models: insights from a Korean cohort,Frank Aimee Rodrigue Ndagijimana and Taesung Park,27 January 2025,Genomics & Informatics,//genomicsinform.biomedcentral.com/articles/10.1186/s44342-024-00035-y,Research,23,:2
s12889-025-21294-6,"Trend of the lipid profile in a cohort with severe hypercholesterolemia in Osona county (Barcelona, Spain), between 2009 and 2021","Jordi Prat-Quinzaños, Joan Deniel-Rosanas, Pere Roura-Poch, Maria-Àngels Casas-Capdevila and Victor Farré-Guerrero",27 January 2025,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-025-21294-6,Research,25,:331
s12913-024-12188-1,Outpatient chemotherapy drug costs and expensive chemotherapy drug use in 340B and Non-340B hospitals: an observational study,Jianhui Hu and David R. Nerenz,28 January 2025,BMC Health Services Research,//bmchealthservres.biomedcentral.com/articles/10.1186/s12913-024-12188-1,Research,25,:157
s12912-024-02594-5,Self-administered active versus sham acupressure for diarrhea predominant irritable bowel syndrome: a nurse-led randomized clinical trial,"Maha Gamal Ramadan Asal, Ahmed Abdelwahab Ibrahim El-Sayed, Samira Ahmed Alsenany, Zahraa Hassan Ramzy and Rasha Fathy Ahmed Dawood",28 January 2025,BMC Nursing,//bmcnurs.biomedcentral.com/articles/10.1186/s12912-024-02594-5,Research,24,:106
s12888-025-06510-2,The interaction network and potential clinical effectiveness of dimensional psychopathology phenotyping based on EMR: a Bayesian network approach,"Jianqing Qiu, Ting Zhu, Ke Qin and Wei Zhang",28 January 2025,BMC Psychiatry,//bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-025-06510-2,Research,25,:81
s12889-025-21442-y,Evaluating the differences in healthy lifestyle behaviors between Chinese urban and rural residency after the termination of social distancing: analysis based on propensity score matching,"Yudong Miao, Dongfang Zhu, Zhanlei Shen, Yi Li, Wanliang Zhang, Junwen Bai, Ruizhe Ren, Jingbao Zhang, Dan Guo, Clifford Silver Tarimo, Wenyong Dong, Rongmei Liu, Qiuping Zhao, Xue Zhou and Jianping Hu",27 January 2025,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-025-21442-y,Research,25,:329
s12913-025-12308-5,Distinct phenotypes of patients and healthcare resource utilization after hospitalization for COVID-19: an observational study,"Claire Marant Micallef, Manon Belhassen, Florence Ader, Valeria Martinez, Eric Van Ganse, Marjorie Bérard, Mélanie Née, Mikhail Dziadzko and Frédéric Aubrun",27 January 2025,BMC Health Services Research,//bmchealthservres.biomedcentral.com/articles/10.1186/s12913-025-12308-5,Research,25,:148
s12913-024-12102-9,A mixed-methods observational study of strategies for success in implementation science: overcoming emergency departments hurdles,"Deonni P. Stolldorf, Alan B. Storrow, Dandan Liu, Cathy A. Jenkins, Rachel A. Hilton, Karen F. Miller, Joy Kim, Deepika Boopathy, Satheesh Gunaga, Bory Kea, Joseph Miller and Sean P. Collins",27 January 2025,BMC Health Services Research,//bmchealthservres.biomedcentral.com/articles/10.1186/s12913-024-12102-9,Research,25,:147
s12885-025-13489-2,The association of travel distance and other patient characteristics with breast cancer stage at diagnosis and treatment completion at a rural Rwandan cancer facility,"Kayleigh Bhangdia, Abirami Natarajan, Niclas Rudolfson, Stéphane Verguet, Marcia C. Castro, Jean-Marie Vianney Dusengimana, Cyprien Shyirambere, Lauren E. Schleimer, Lawrence N. Shulman, Aline Umwizerwa, Catherine Kigonya, John Butonzi, Emily MacDuffie, Temidayo Fadelu, Daniel S. O’Neil, Cam Nguyen…",27 January 2025,BMC Cancer,//bmccancer.biomedcentral.com/articles/10.1186/s12885-025-13489-2,Research,25,:146
s12912-024-02682-6,Multiple Sclerosis Nursing to Improve Care and Education (MSNICE): an observational study,"Liesbeth Van Hijfte, Melissa Cambron, Roel Crols, Gino De La Meilleure, Nelly Govers, Ludo Vanopdenbosch, Guy Laureys and Barbara Willekens",27 January 2025,BMC Nursing,//bmcnurs.biomedcentral.com/articles/10.1186/s12912-024-02682-6,Research,24,:94
s40359-025-02396-7,"Adverse childhood experiences, sleep quality/duration and later-life lower extremity function among older adults in China: evidence from CHARLS","Jiaqiang Xiao, Xiaosheng Dong, Meng Ding and Tao Kong",27 January 2025,BMC Psychology,//bmcpsychology.biomedcentral.com/articles/10.1186/s40359-025-02396-7,Research,13,:73
s12872-025-04503-3,Association between elevated glycosylated hemoglobin levels and hypertension among US adults: NHANES 2011–2018,"Beibei Luo, Wenbo Xu, Feng Luo, Shuqiong Zhang and Xiaofei Li",27 January 2025,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-025-04503-3,Research,25,:58
s12872-025-04497-y,Prophylactic and therapeutic effects of EsV3 on atherosclerotic lesions in ApoE,"Yaze Wang, Hifumi Ohishi, Rongji Wu, Hui Liu and Rong Xu",27 January 2025,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-025-04497-y,Research,25,:54
s40001-025-02309-9,Stress hyperglycemia ratio as an important predictive indicator for severe disturbance of consciousness and all-cause mortality in critically ill patients with cerebral infarction: a retrospective study using the MIMIC-IV database,"Xiaosheng Li, Li Guo, Yuzhen Zhou, Churan Yuan and Yong Yin",27 January 2025,European Journal of Medical Research,//eurjmedres.biomedcentral.com/articles/10.1186/s40001-025-02309-9,Research,30,:53
s12888-025-06532-w,"Depressive, anxiety, and sleep disturbance symptoms in patients with obstructive sleep apnea: a network analysis perspective","Xue Luo, Shuangyan Li, Qianyun Wu, Yan Xu, Ruichen Fang, Yihong Cheng and Bin Zhang",28 January 2025,BMC Psychiatry,//bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-025-06532-w,Research,25,:77
s12951-025-03105-7,aPD-L1-facilitated theranostic and tumor microenvironment remodeling of pancreatic cancer via docetaxel-loaded phase-transformation nanoparticles triggered by low-intensity pulsed ultrasound,"Yi Tang, Qingling Shen, Peng Lin, Zhixin Chen, Denghui Fan, Minling Zhuo, Yajiao Gan, Yixi Su, Qingfu Qian, Liwu Lin, Ensheng Xue and Zhikui Chen",28 January 2025,Journal of Nanobiotechnology,//jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-025-03105-7,Research,23,:48
s12917-025-04497-2,Effects of dietary ,"Jianzhong Wang, Cun Liu, Xiaowei Gong and Yanhan Liu",28 January 2025,BMC Veterinary Research,//bmcvetres.biomedcentral.com/articles/10.1186/s12917-025-04497-2,Research,21,:37
s12906-025-04764-7,Bioactivity-guided isolation and molecular modeling of the anti-inflammatory constituents from the leaves of ,"Marina Sobhy, Farid N. Kirollos, Sameh F. AbouZid, Nasser S. M. Ismail, Riham A. El-Shiekh and Essam Abdel-Sattar",28 January 2025,BMC Complementary Medicine and Therapies,//bmccomplementmedtherapies.biomedcentral.com/articles/10.1186/s12906-025-04764-7,Research,25,:31
s12894-024-01679-2,Which combination of medical expulsive therapy is more effective for treatment of distal ureteral stone in adults? A systematic review and network meta-analysis,"Maryam Taheri, Nasrin Borumandnia, Hamidreza Abdi, Amir H Kashi, Setareh Nourani, Sogand Sheikholeslami, Yasamin Maleki Gilvaei, Pardis Ziaeefar and Abbas Basiri",28 January 2025,BMC Urology,//bmcurol.biomedcentral.com/articles/10.1186/s12894-024-01679-2,Research,25,:18
s13008-024-00139-5,ZNF169 promotes thyroid cancer progression via upregulating FBXW10,"Wen Luo, Qiyu Xiao and Ying Fu",28 January 2025,Cell Division,//celldiv.biomedcentral.com/articles/10.1186/s13008-024-00139-5,Research,20,:3
s12889-025-21363-w,Impact of family socio-economic status on the prognosis of heart transplantation in children,"Shun Liu, Han Mo, Yiqi Zhao, Xiao Chen, Weiteng Wang, Yijing Li, Ningning Zhang, Mengni Bao, Zeyu Cui, Qian Zhao, Jun Yan, Xiumeng Hua and Jiangping Song",27 January 2025,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-025-21363-w,Research,25,:335
s12885-025-13485-6,Exposure to major coronary heart disease events reduces lung cancer risk: a mendelian randomization study based on a European population,"Dongming He, Hongting Lu, Xinhuai Ou, Tiaozhan Zheng, Zhiwen Zheng, Zhanyu Xu, Xiaohong Duan and Shikang Li",27 January 2025,BMC Cancer,//bmccancer.biomedcentral.com/articles/10.1186/s12885-025-13485-6,Research,25,:152
s13019-025-03347-4,Beating-Heart Coronary Artery Bypass grafting (BH-CABG) in patients with End-Stage Renal Disease (ESRD): comparison of the Society of Thoracic Surgeons (STS) predicted risk with actual outcomes,"Louis Samuels, Anastasia Arce, Samiat Agunbiade, Suzanne Raws and Afshin Parsikia",27 January 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-025-03347-4,Research,20,:101
